x,y
0.5488135039273248,3.636270784326487
0.7151893663724195,4.147496037568566
0.6027633760716439,3.993249252882895
0.5448831829968969,3.6132328833706824
0.4236547993389047,3.2210627342172957
0.6458941130666561,3.939817461584323
0.4375872112626925,3.220850289301083
0.8917730007820798,4.69459438725276
0.9636627605010293,4.8544827598484614
0.3834415188257777,2.9711918016732146
0.7917250380826646,4.369316459134608
0.5288949197529045,3.5549304498656937
0.5680445610939323,3.540891353074999
0.925596638292661,4.770076499416531
0.07103605819788694,2.362043770801109
0.08712929970154071,2.313518273932193
0.02021839744032572,2.121847911594093
0.832619845547938,4.36370986408551
0.7781567509498505,4.382160089741774
0.8700121482468192,4.624881402878465
0.978618342232764,4.988759550531735
0.7991585642167236,4.439738554821053
0.46147936225293185,3.248460014208414
0.7805291762864555,4.33744744770357
0.11827442586893322,2.2790361915642827
0.6399210213275238,3.914754654554089
0.1433532874090464,2.3403197695369564
0.9446689170495839,4.965253787862851
0.5218483217500717,3.479647726405781
0.4146619399905236,3.1540916043250173
0.26455561210462697,2.8011254769682363
0.7742336894342167,4.214991161362251
0.45615033221654855,3.325984666406359
0.5684339488686485,3.6223053868521498
0.018789800436355142,2.197486607698026
0.6176354970758771,3.9314868739107482
0.6120957227224214,3.8305402163207245
0.6169339968747569,3.811680285406869
0.9437480785146242,4.925335997001383
0.6818202991034834,4.085981305342739
0.359507900573786,3.128328942189644
0.43703195379934145,3.3084766376635995
0.6976311959272649,3.924070585004652
0.06022547162926983,2.169429816631854
0.6667667154456677,3.9470511544160964
0.6706378696181594,4.076419136200466
0.2103825610738409,2.7323319265209416
0.1289262976548533,2.320983788488443
0.31542835092418386,2.993123576200257
0.3637107709426226,3.2647202125964387
0.5701967704178796,3.643819039196583
0.43860151346232035,3.4839967143942747
0.9883738380592262,4.8798629294606135
0.10204481074802807,2.308430407804879
0.2088767560948347,2.6255157071003197
0.16130951788499626,2.485078443641995
0.6531083254653984,3.875557172205401
0.2532916025397821,2.7007564972429035
0.4663107728563063,3.332160289932979
0.24442559200160274,2.7659730355452536
0.15896958364551972,2.5099122623875902
0.11037514116430513,2.553719856666741
0.6563295894652734,4.106087669024933
0.1381829513486138,2.3635645298319936
0.1965823616800535,2.6222340466197793
0.3687251706609641,3.205887310062068
0.8209932298479351,4.4660398719776575
0.09710127579306127,2.28433966953449
0.8379449074988039,4.518992216773401
0.09609840789396307,2.375022886562732
